2025-07-08 19:21:22,262 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 291.60, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '中央値'
2025-07-09 13:37:32,886 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:32,920 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:32,944 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 28.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:32,944 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:32,944 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:33,187 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 32.40, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,215 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 36.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,251 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,278 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,308 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,328 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 22.50, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,364 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 7.20, 全体平均勤務人数 = 21.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,616 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,622 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,667 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,687 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 4.50, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,717 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,742 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,766 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 12.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:33,768 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:33,770 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:34,015 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 61.20, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,062 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,143 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,175 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 49.50, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,211 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 63.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,250 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,285 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 46.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,285 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:34,291 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:34,574 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,598 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,626 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,650 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,684 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,704 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,735 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 10.80, 適用中の統計手法 = '平均値'
2025-07-09 13:37:34,735 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:34,735 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:35,045 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 75.60, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,083 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 85.50, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,102 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 90.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,146 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 81.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,171 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 99.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,202 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 76.50, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,243 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 70.20, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,243 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:35,249 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:35,527 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 205.20, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,560 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 180.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,592 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 148.50, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,614 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 153.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,645 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 153.00, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,692 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 157.50, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,727 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 141.60, 適用中の統計手法 = '平均値'
2025-07-09 13:37:35,727 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:35,731 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:38,694 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 291.60, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:38,728 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 279.00, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:38,762 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 256.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:38,785 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 247.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:38,830 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 261.00, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:38,877 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 247.50, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:38,912 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 10.80, 全体平均勤務人数 = 222.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:38,912 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:38,912 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:39,288 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,318 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,349 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,396 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,434 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,469 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,512 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,512 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:39,516 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:39,866 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 79.20, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,911 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 58.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,944 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 67.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:39,989 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 72.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,021 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 54.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,052 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 49.50, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,096 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 53.40, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,096 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:40,100 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:40,365 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 28.80, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,397 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,444 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 22.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,481 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,516 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 31.50, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,543 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 27.00, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,575 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 24.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,575 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:40,592 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:40,837 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,837 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:40,837 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '月曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:40,897 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,897 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:40,898 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '火曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:40,928 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,967 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,967 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:40,967 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '木曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:40,990 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:40,990 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:40,990 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '金曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:41,022 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,063 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 4.80, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,063 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:41,067 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:41,335 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,335 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:41,335 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '月曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:41,368 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,397 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,397 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:41,397 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '水曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:41,442 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 13.50, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,491 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '金曜日'(4) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,518 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,518 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '土曜日'(5) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:41,518 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '土曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:41,552 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) の必要人数計算: 曜日別平均勤務人数 = 0.00, 全体平均勤務人数 = 6.60, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,552 - WARNING - [heatmap.calculate_pattern_based_need] - 曜日 '日曜日'(6) は勤務実績が著しく少ないため、必要人数が実態と乖離する可能性があります。
2025-07-09 13:37:41,552 - INFO - [heatmap.calculate_pattern_based_need] -  -> 曜日 '日曜日' は実績僅少のため、統計手法を「中央値」に自動調整しました。
2025-07-09 13:37:41,811 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '月曜日'(0) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,856 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '火曜日'(1) の必要人数計算: 曜日別平均勤務人数 = 9.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,902 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '水曜日'(2) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
2025-07-09 13:37:41,941 - INFO - [heatmap.calculate_pattern_based_need] - 曜日 '木曜日'(3) の必要人数計算: 曜日別平均勤務人数 = 18.00, 全体平均勤務人数 = 12.00, 適用中の統計手法 = '25パーセンタイル'
